AFGHANISTAN
BELGIUM FIXED PROXIMUS
BELGIUM M0BILE
BELGIUM M0BILE BASE
BELGIUM M0BILE LYCA
BELGIUM M0BILE M0BILE VIKINGS
BELGIUM M0BILE ORANGE
BELGIUM M0BILE PROXIMUS
BELGIUM M0BILE VOO
BELGIUM ROAMING BASE
BELGIUM ROAMING PROXIMUS
BELGIUM UNIVERSAL ACCESS NUMBER
BELIZE
BELIZE M0BILE
BENIN
BENIN M0BILE
BENIN M0BILE MOOV ETISALAT
BENIN M0BILE MTN
BERMUDA
BERMUDA M0BILE
BERMUDA M0BILE DIGICEL
BHUTAN
BHUTAN M0BILE
BOLIVIA
BOLIVIA COCHABAMBA
BOLIVIA LA PAZ
BOLIVIA M0BILE ENTEL
BOLIVIA M0BILE NUEVATEL
BOLIVIA M0BILE TELCEL
BOLIVIA ORURO
BOLIVIA POTOSI
BOLIVIA RURAL
BOLIVIA SANTA CRUZ
BOLIVIA SUCRE
BOLIVIA TARIJA
BOLIVIA TRINIDAD
BOSNIA & HERZEGOVINA
BOSNIA & HERZEGOVINA BH TELECOM
BOSNIA & HERZEGOVINA M0BILE BH TELECOM
BOSNIA & HERZEGOVINA M0BILE ERONET
BOSNIA & HERZEGOVINA M0BILE M:TEL
BOSNIA & HERZEGOVINA MOSTAR
BOSNIA & HERZEGOVINA M:TEL
BOTSWANA
BOTSWANA FIXED MTN
BOTSWANA M0BILE
BOTSWANA M0BILE MTN MASCOM
BOTSWANA M0BILE ORANGE
BRAZIL
BRAZIL BELO HORIZONTE
BRAZIL CITIES
BRAZIL CITIES ONNET
BRAZIL FIXED VIVO
BRAZIL GOVERNADOR VALADARES
BRAZIL M0BILE
BRAZIL M0BILE CLARO
BRAZIL M0BILE NEXTEL
BRAZIL M0BILE OI
BRAZIL M0BILE TIM
BRAZIL M0BILE VIVO
BRAZIL RIO DE JANEIRO
BRAZIL SAO PAULO
BRITISH VIRGIN ISLANDS
BRITISH VIRGIN ISLANDS M0BILE
BRITISH VIRGIN ISLANDS M0BILE DIGICEL
BRUNEI
BRUNEI M0BILE
BULGARIA
BULGARIA M0BILE
BULGARIA M0BILE MOBILTEL
BULGARIA M0BILE TELENOR
BULGARIA M0BILE VIVACOM
BULGARIA OLO
BULGARIA SOFIA
BULGARIA SPECIAL SERVICES
BURKINA FASO
BURKINA FASO FIXED ORANGE
BURKINA FASO M0BILE
BURKINA FASO M0BILE MOOV ETISALAT
BURKINA FASO M0BILE ORANGE
BURKINA FASO M0BILE TELECEL
BURKINA FASO SPECIAL SERVICES
BURUNDI
BURUNDI M0BILE
BURUNDI M0BILE AFRICELL
BURUNDI M0BILE ECONET WIRELESS
BURUNDI M0BILE ONATEL
BURUNDI M0BILE SMART
BURUNDI SPECIAL SERVICES
CAMBODIA
CAMBODIA M0BILE
CAMBODIA M0BILE MOBITEL
CAMBODIA M0BILE SEATEL
CAMBODIA M0BILE SMART
CAMBODIA M0BILE VIETTEL
CAMBODIA VIETTEL
CAMEROON
CAMEROON DOUALA
CAMEROON M0BILE
CAMEROON M0BILE MTN
CAMEROON M0BILE ORANGE
CAMEROON SPECIAL SERVICES MTN
CAMEROON SPECIAL SERVICES TYPE_A
CAMEROON SPECIAL SERVICES TYPE_B
CAPE VERDE
CAPE VERDE M0BILE
CAPE VERDE M0BILE UNITEL
CAYMAN ISLANDS
CAYMAN ISLANDS M0BILE
CAYMAN ISLANDS M0BILE C&W
CAYMAN ISLANDS M0BILE DIGICEL
CENTRAL AFRICAN REPUBLIC
CENTRAL AFRICAN REPUBLIC M0BILE
CENTRAL AFRICAN REPUBLIC M0BILE MOOV ETISALAT
CENTRAL AFRICAN REPUBLIC M0BILE ORANGE
CENTRAL AFRICAN REPUBLIC M0BILE TELECEL
CENTRAL AFRICAN REPUBLIC SPECIAL SERVICES
CHAD
CHAD M0BILE
CHAD M0BILE AIRTEL
CHAD M0BILE MOOV ETISALAT
CHILE
CHILE EASTER ISLAND
CHILE M0BILE
CHILE M0BILE MOVISTAR
CHILE RURAL
CHILE SANTIAGO
CHINA
CHINA BEIJING
CHINA M0BILE
CHINA SHANGHAI
COLOMBIA
COLOMBIA BARRANQUILLA
COLOMBIA BOGOTA
COLOMBIA BUCARAMANGA
COLOMBIA CALI
COLOMBIA M0BILE
COLOMBIA M0BILE AVANTEL
COLOMBIA M0BILE COMCEL
COLOMBIA M0BILE MOVISTAR
COLOMBIA M0BILE TIGO
COLOMBIA MANIZALES
COLOMBIA MEDELLIN
COLOMBIA OTHER CITIES
COLOMBIA PEREIRA
COMOROS
COMOROS M0BILE
COMOROS M0BILE COMORES TELECOM
CONGO
CONGO M0BILE
CONGO M0BILE AIRTEL
CONGO M0BILE MTN
CONGO MOBILITY SERVICES
COOK ISLANDS
COSTA RICA
COSTA RICA FIXED HIGH COST
COSTA RICA M0BILE
COSTA RICA M0BILE CLARO
COSTA RICA M0BILE ICE
COSTA RICA M0BILE TELEFONICA
CROATIA
CROATIA M0BILE
CROATIA M0BILE TELE2
CROATIA M0BILE TM0BILE
CROATIA M0BILE VIPNET
CUBA
CUBA GUANTANAMO BAY
CUBA M0BILE
CYPRUS
CYPRUS M0BILE
CYPRUS NON GEOGRAPHIC
CYPRUS OLO
CZECH REPUBLIC
CZECH REPUBLIC M0BILE
CZECH REPUBLIC M0BILE O2
CZECH REPUBLIC M0BILE TM0BILE
CZECH REPUBLIC M0BILE VODAFONE
CZECH REPUBLIC MOBILITY SERVICES
CZECH REPUBLIC SPECIAL SERVICES
DENMARK
DENMARK M0BILE
DENMARK M0BILE H3G
DENMARK M0BILE LYCA
DENMARK M0BILE TDC
DENMARK M0BILE TELENOR
DENMARK M0BILE TELIA
DIEGO GARCIA
DJIBOUTI
DJIBOUTI M0BILE
DOMINICA
DOMINICA M0BILE
DOMINICA M0BILE DIGICEL
DOMINICAN REPUBLIC
DOMINICAN REPUBLIC M0BILE CLARO
DOMINICAN REPUBLIC M0BILE ORANGE
DOMINICAN REPUBLIC M0BILE VIVA
DOMINICAN REPUBLIC SANTIAGO
DOMINICAN REPUBLIC SANTO DOMINGO
DOMINICAN REPUBLIC VIVA
DOMINICA PREMIUM SERVICES
DR CONGO
DR CONGO M0BILE
DR CONGO M0BILE AFRICELL
DR CONGO M0BILE AIRTEL
DR CONGO M0BILE ORANGE
DR CONGO M0BILE TATEM
DR CONGO M0BILE TYPE_A
DR CONGO M0BILE VODACOM
DR CONGO SPECIAL SERVICES
EAST TIMOR
ECUADOR
ECUADOR CNT AMBATO
ECUADOR CNT CUENCA
ECUADOR CNT ESMERALDAS
ECUADOR CNT GUAYAQUIL
ECUADOR CNT PORTOVIEJO
ECUADOR CNT QUITO
ECUADOR CUENCA ETAPA
ECUADOR M0BILE
ECUADOR M0BILE ALLEGRO
ECUADOR M0BILE MOVISTAR
ECUADOR M0BILE PORTA
EGYPT
EGYPT FIXED ETISALAT
EGYPT M0BILE ETISALAT
EGYPT M0BILE ORANGE
EGYPT M0BILE TELECOM EGYPT
EGYPT M0BILE VODAFONE
EL SALVADOR
EL SALVADOR CTE
EL SALVADOR FIXED DIGICEL
EL SALVADOR FIXED INTELFON
EL SALVADOR FIXED PERSONAL
EL SALVADOR FIXED TELEFONICA
EL SALVADOR FIXED TELEMOVIL
EL SALVADOR GCA
EL SALVADOR M0BILE
EL SALVADOR M0BILE DIGICEL
EL SALVADOR M0BILE INTELFON
EL SALVADOR M0BILE PERSONAL
EL SALVADOR M0BILE TELEFONICA
EL SALVADOR M0BILE TELEMOVIL
EL SALVADOR SALNET
EQUATORIAL GUINEA
EQUATORIAL GUINEA FIXED GETESA
EQUATORIAL GUINEA FIXED MUNI
EQUATORIAL GUINEA M0BILE
EQUATORIAL GUINEA M0BILE GETESA
EQUATORIAL GUINEA M0BILE MUNI
ERITREA
ERITREA M0BILE
ESTONIA
ESTONIA M0BILE
ESTONIA M0BILE ELISA
ESTONIA M0BILE TELE2
ESTONIA M0BILE TELIA
ESTONIA SPECIAL SERVICES
ESWATINI
ESWATINI M0BILE
ESWATINI M0BILE MTN
ETHIOPIA
ETHIOPIA ADDIS ABABA
ETHIOPIA M0BILE
ETHIOPIA M0BILE ETA ADDIS ABABA
FALKLAND ISLANDS
FAROE ISLANDS
FAROE ISLANDS M0BILE
FIJI
FIJI M0BILE
FIJI M0BILE DIGICEL
FINLAND
FINLAND M0BILE
FINLAND M0BILE AALAND
FINLAND M0BILE DNA
FINLAND M0BILE ELISA
FINLAND M0BILE TELIA
FRANCE
FRANCE M0BILE
FRANCE M0BILE BOUYGUES
FRANCE M0BILE FREE
FRANCE M0BILE GLOBALSTAR
FRANCE M0BILE ORANGE
FRANCE M0BILE SFR
FRANCE SPECIAL SERVICES
FRENCH GUIANA
FRENCH GUIANA FIXED ORANGE
FRENCH GUIANA M0BILE
FRENCH GUIANA M0BILE DIGICEL
FRENCH GUIANA M0BILE ORANGE
FRENCH POLYNESIA
GABON
GABON M0BILE AIRTEL
GABON M0BILE AZUR
GABON M0BILE MOOV ETISALAT
GAMBIA
GAMBIA M0BILE
GAMBIA M0BILE GAMCEL
GAMBIA M0BILE QCELL
GAMBIA MOBILITY SERVICES
GEORGIA
GEORGIA M0BILE
GEORGIA M0BILE GEOCELL
GEORGIA M0BILE MAGTICOM
GEORGIA TBILISI
GERMANY
GERMANY CIVIL SERVICES
GERMANY EMERGENCY SERVICE
GERMANY FIXED
GERMANY FREEPHONE
GERMANY IP NUMBERS
GERMANY M0BILE
GERMANY M0BILE ARGON
GERMANY M0BILE LEBARA
GERMANY M0BILE LYCA
GERMANY M0BILE O2
GERMANY M0BILE O2 MSRN
GERMANY M0BILE SIPGATE
GERMANY M0BILE TELCOVILLAGE
GERMANY M0BILE TM0BILE
GERMANY M0BILE TM0BILE MSRN
GERMANY M0BILE TRU
GERMANY M0BILE VODAFONE
GERMANY M0BILE VODAFONE MSRN
GERMANY PERSONAL NUMBER
GERMANY SHARED COST
GERMANY SPECIAL SERVICES
GHANA
GHANA FIXED AIRTEL
GHANA FIXED MTN
GHANA M0BILE
GHANA M0BILE AIRTEL TIGO
GHANA M0BILE GLO
GHANA M0BILE MTN
GHANA M0BILE VODAFONE
GHANA MOBILITY SERVICES
GIBRALTAR
GIBRALTAR M0BILE
GREECE
GREECE ATHENS
GREECE M0BILE COSMOTE
GREECE M0BILE VODAFONE
GREECE M0BILE WIND
GREECE MOBILITY SERVICES
GREENLAND
GREENLAND M0BILE
GRENADA
GRENADA M0BILE
GRENADA M0BILE AISLECOM
GRENADA M0BILE DIGICEL
GUADELOUPE
GUADELOUPE FIXED ORANGE
GUADELOUPE M0BILE
GUADELOUPE M0BILE DIGICEL
GUADELOUPE M0BILE ORANGE
GUAM
GUATEMALA
GUATEMALA ATEL
GUATEMALA CNET
GUATEMALA M0BILE CLARO
GUATEMALA M0BILE COMCEL
GUATEMALA M0BILE TELEFONICA
GUATEMALA RURAL TELEPHONY
GUATEMALA TELGUA
GUINEA
GUINEABISSAU
GUINEABISSAU M0BILE
GUINEABISSAU M0BILE MTN
GUINEABISSAU M0BILE ORANGE
GUINEABISSAU SPECIAL SERVICES
GUINEA M0BILE
GUINEA M0BILE CELLCOM
GUINEA M0BILE MTN
GUINEA M0BILE ORANGE
GUINEA SPECIAL SERVICES
GUYANA
GUYANA M0BILE
GUYANA M0BILE DIGICEL
HAITI
HAITI M0BILE DIGICEL
HAITI M0BILE NATCOM
HAITI M0BILE RECTEL
HAITI PORTAUPRINCE
HAITI SPECIAL SERVICES
HONDURAS
HONDURAS FIXED CELTEL
HONDURAS FIXED CELTEL NAVEGA
HONDURAS FIXED HONDUTEL
HONDURAS M0BILE CELTEL
HONDURAS M0BILE CLARO
HONDURAS M0BILE HONDUTEL
HONG KONG
HONG KONG M0BILE
HUNGARY
HUNGARY BUDAPEST
HUNGARY M0BILE
HUNGARY M0BILE TELENOR
HUNGARY M0BILE TM0BILE
HUNGARY M0BILE VODAFONE
ICELAND
ICELAND M0BILE
ICELAND M0BILE SIMINN
ICELAND M0BILE VODAFONE
INDIA
INDIA FIXED AIRTEL
INDIA FIXED BSNL
INDIA FIXED MTNL
INDIA FIXED RJIO
INDIA FIXED TATA
INDIA FIXED VODAFONE IDEA
INDIA M0BILE
INDIA M0BILE AIRTEL
INDIA M0BILE BSNL
INDIA M0BILE MTNL
INDIA M0BILE RJIO
INDIA M0BILE TATA
INDIA M0BILE VODAFONE IDEA
INDONESIA
INDONESIA JAKARTA
INDONESIA M0BILE
INDONESIA M0BILE EXCELCOM
INDONESIA M0BILE INDOSAT
INDONESIA M0BILE TELKOMSEL
INDONESIA MAJOR CITIES
INDONESIA SURABAYA
IRAN
IRAN M0BILE
IRAN M0BILE MCI
IRAN M0BILE MTN
IRAN TEHRAN
IRAQ
IRAQ CITIES
IRAQ M0BILE
IRAQ M0BILE ASIACELL
IRAQ M0BILE KOREKTEL
IRAQ M0BILE ZAIN
IRAQ SULAIMANIYA
IRAQ WLL
IRELAND
IRELAND FIXED CITIES
IRELAND M0BILE
IRELAND M0BILE EIR
IRELAND M0BILE IOT
IRELAND M0BILE LYCA
IRELAND M0BILE THREE
IRELAND M0BILE THREE MSRN
IRELAND M0BILE VODAFONE
IRELAND M0BILE VODAFONE MSRN
IRELAND SPECIAL SERVICES
ISRAEL
ISRAEL M0BILE
ISRAEL PALESTINE
ISRAEL PALESTINE M0BILE
ITALY
ITALY M0BILE
ITALY M0BILE BT
ITALY M0BILE COOP
ITALY M0BILE DIGI
ITALY M0BILE FASTWEB
ITALY M0BILE ILIAD
ITALY M0BILE INTERMATICA
ITALY M0BILE LYCA
ITALY M0BILE PLINTRON
ITALY M0BILE POSTEM0BILE
ITALY M0BILE SPUSU
ITALY M0BILE TIM
ITALY M0BILE VODAFONE
ITALY M0BILE WELCOME
ITALY M0BILE WIND
ITALY M0BILE WIND TRE
ITALY MOBILITY SERVICES
ITALY NON GEOGRAPHIC
IVORY COAST
IVORY COAST FIXED MTN
IVORY COAST M0BILE MOOV ETISALAT
IVORY COAST M0BILE MTN
IVORY COAST M0BILE ORANGE
IVORY COAST MOBILITY SERVICES
IVORY COAST SPECIAL SERVICES
JAMAICA
JAMAICA M0BILE C&W
JAMAICA M0BILE DIGICEL
JAMAICA M0BILE DIGICEL WIRELESS BROADBAND
JAPAN
JAPAN IP PHONE
JAPAN M0BILE
JAPAN MILITARY
JAPAN TOKYO
JORDAN
JORDAN M0BILE ORANGE
JORDAN M0BILE UMNIAH
JORDAN M0BILE ZAIN
KAZAKHSTAN
KAZAKHSTAN COMMERCIAL NETWORKS
KAZAKHSTAN M0BILE
KAZAKHSTAN M0BILE KARTEL
KAZAKHSTAN M0BILE KCELL
KENYA
KENYA M0BILE
KENYA M0BILE AIRTEL
KENYA M0BILE JTL
KENYA M0BILE SAFARICOM
KENYA M0BILE TELKOM
KENYA NAIROBI
KIRIBATI
KOSOVO
KOSOVO IPKO
KOSOVO M0BILE
KOSOVO M0BILE IPKO
KUWAIT
KUWAIT M0BILE VIVA
KUWAIT M0BILE WATANIYA
KUWAIT M0BILE ZAIN
KYRGYZSTAN
KYRGYZSTAN BISHKEK
KYRGYZSTAN M0BILE
KYRGYZSTAN M0BILE BIMOKOM
KYRGYZSTAN M0BILE NURTELECOM
KYRGYZSTAN M0BILE SKY
LAOS
LAOS M0BILE
LATVIA
LATVIA FIXED LMT
LATVIA FIXED OLO
LATVIA FIXED OLO ZONE3
LATVIA M0BILE
LATVIA M0BILE BITE
LATVIA M0BILE LMT
LATVIA M0BILE TELE2
LATVIA M0BILE VENTA M0BILE
LATVIA M0BILE XOM0BILE SIA
LATVIA MOBILITY SERVICES
LATVIA SPECIAL SERVICES
LEBANON
LEBANON M0BILE
LESOTHO
LESOTHO M0BILE ECONET
LESOTHO M0BILE VODACOM
LIBERIA
LIBERIA M0BILE
LIBERIA M0BILE MTN
LIBERIA M0BILE ORANGE
LIBERIA MOBILITY SERVICES
LIBERIA SPECIAL SERVICES
LIBYA
LIBYA M0BILE
LIBYA M0BILE ALMADAR
LIECHTENSTEIN
LIECHTENSTEIN M0BILE
LIECHTENSTEIN M0BILE TYPE_A
LIECHTENSTEIN SPECIAL SERVICES
LIECHTENSTEIN VOICE MAIL
LITHUANIA
LITHUANIA M0BILE
LITHUANIA M0BILE BITE
LITHUANIA M0BILE TELE2
LITHUANIA M0BILE TELIA LIETUVA
LITHUANIA MOBILITY SERVICES
LITHUANIA SPECIAL SERVICES
LUXEMBOURG
LUXEMBOURG FIXED CEGECOM
LUXEMBOURG M0BILE
LUXEMBOURG M0BILE ORANGE
LUXEMBOURG M0BILE PT
LUXEMBOURG M0BILE TANGO
LUXEMBOURG SPECIAL SERVICES
MACAU
MACEDONIA
MACEDONIA M0BILE
MACEDONIA M0BILE TM0BILE
MACEDONIA MOBILITY SERVICES
MACEDONIA SKOPJE
MACEDONIA SPECIAL SERVICES
MADAGASCAR
MADAGASCAR M0BILE
MADAGASCAR M0BILE AIRTEL
MADAGASCAR M0BILE ORANGE
MADAGASCAR MOBILITY SERVICES
MALAWI
MALAWI M0BILE
MALAWI M0BILE ACCESS
MALAWI M0BILE AIRTEL
MALAWI SPECIAL SERVICES
MALAYSIA
MALAYSIA M0BILE
MALAYSIA M0BILE CELCOM
MALAYSIA M0BILE DIGI
MALAYSIA M0BILE MAXIS
MALAYSIA M0BILE U M0BILE
MALDIVES
MALDIVES FIXED DHIRAAGU
MALDIVES FIXED OOREDOO
MALDIVES M0BILE DHIRAAGU
MALDIVES M0BILE OOREDOO
MALI
MALI BAMAKO
MALI FIXED ORANGE
MALI M0BILE MOOV ETISALAT
MALI M0BILE ORANGE
MALI M0BILE TELECEL
MALTA
MALTA M0BILE
MALTA M0BILE VODAFONE
MARIANA ISLAND
MARSHALL ISLANDS
MARTINIQUE
MARTINIQUE FIXED ORANGE
MARTINIQUE M0BILE
MARTINIQUE M0BILE DIGICEL
MARTINIQUE M0BILE ORANGE
MAURITANIA
MAURITANIA FIXED CHINGUITEL
MAURITANIA FIXED MATTEL
MAURITANIA FIXED MOOV ETISALAT
MAURITANIA M0BILE CHINGUITEL
MAURITANIA M0BILE MATTEL
MAURITANIA M0BILE MOOV ETISALAT
MAURITIUS
MAURITIUS M0BILE
MAURITIUS M0BILE EMTEL
MEXICO
MEXICO FIXED EA
MEXICO FIXED MOVISTAR
MEXICO FIXED NEA
MEXICO M0BILE EA
MEXICO M0BILE IUSACELL
MEXICO M0BILE MOVISTAR
MEXICO M0BILE NEA
MEXICO M0BILE TELCEL
MICRONESIA
MOLDOVA
MOLDOVA M0BILE
MOLDOVA M0BILE MOLDCELL
MOLDOVA M0BILE ORANGE
MOLDOVA M0BILE UNITE
MOLDOVA PRIDNESTROVJE
MOLDOVA SPECIAL SERVICES
MONACO
MONACO M0BILE
MONACO M0BILE KOSOVO
MONACO OLO
MONGOLIA
MONGOLIA M0BILE
MONTENEGRO
MONTENEGRO M0BILE
MONTENEGRO M0BILE M:TEL
MONTENEGRO M0BILE TELENOR
MONTSERRAT
MONTSERRAT M0BILE C&W
MONTSERRAT M0BILE DIGICEL
MONTSERRAT PREMIUM SERVICES
MOROCCO
MOROCCO FIXED INWI
MOROCCO FIXED ORANGE
MOROCCO M0BILE IAM ETISALAT
MOROCCO M0BILE INWI
MOROCCO M0BILE INWI FAR ZONE
MOROCCO M0BILE ORANGE
MOROCCO MOBILITY SERVICES
MOZAMBIQUE
MOZAMBIQUE M0BILE
MOZAMBIQUE M0BILE MCEL
MOZAMBIQUE M0BILE MOVITEL
MOZAMBIQUE M0BILE VODACOM
MOZAMBIQUE MOBILITY SERVICES
MYANMAR
MYANMAR M0BILE MPT
MYANMAR M0BILE MYTEL
MYANMAR M0BILE OOREDOO
MYANMAR M0BILE TELENOR
NAMIBIA
NAMIBIA M0BILE
NAMIBIA M0BILE MTC
NAMIBIA MOBILITY SERVICES
NAURU
NAURU M0BILE DIGICEL
NEPAL
NEPAL KATHMANDU
NEPAL M0BILE NCELL
NEPAL M0BILE NT
NEPAL M0BILE SMART
NEPAL UTL
NETHERLANDS
NETHERLANDS ANTILLES
NETHERLANDS ANTILLES BONAIRE
NETHERLANDS ANTILLES BONAIRE PRS
NETHERLANDS ANTILLES CURACAO
NETHERLANDS ANTILLES CURACAO PRS
NETHERLANDS ANTILLES CURACAO PRS2
NETHERLANDS ANTILLES CURACAO PRS3
NETHERLANDS ANTILLES M0BILE BONAIRE
NETHERLANDS ANTILLES M0BILE BONAIRE DIGICEL
NETHERLANDS ANTILLES M0BILE CURACAO
NETHERLANDS ANTILLES M0BILE CURACAO DIGICEL
NETHERLANDS ANTILLES M0BILE SABA
NETHERLANDS ANTILLES M0BILE ST.EUSTATIUS
NETHERLANDS ANTILLES SABA
NETHERLANDS ANTILLES ST. EUSTATIUS
NETHERLANDS FREEPHONE
NETHERLANDS M0BILE
NETHERLANDS M0BILE KPN
NETHERLANDS M0BILE LYCA
NETHERLANDS M0BILE TELE2
NETHERLANDS M0BILE TM0BILE
NETHERLANDS M0BILE VODAFONE
NETHERLANDS NGN
NETHERLANDS SPECIAL SERVICES
NEW CALEDONIA
NEW ZEALAND
NEW ZEALAND M0BILE
NEW ZEALAND M0BILE VODAFONE
NEW ZEALAND SCOTT BASE
NICARAGUA
NICARAGUA M0BILE
NICARAGUA M0BILE CLARO
NICARAGUA M0BILE MOVISTAR
NICARAGUA M0BILE XINWEI
NIGER
NIGERIA
NIGERIA FIXED MTN
NIGERIA FIXED VODACOM
NIGERIA M0BILE
NIGERIA M0BILE 9M0BILE
NIGERIA M0BILE AIRTEL
NIGERIA M0BILE GLOBACOM
NIGERIA M0BILE MTN
NIGERIA M0BILE SMILE
NIGER M0BILE
NIGER M0BILE AIRTEL
NIGER M0BILE MOOV ETISALAT
NIGER M0BILE ORANGE
NIGER SPECIAL SERVICES
NIUE ISLAND
NORFOLK ISLAND
NORTH KOREA
NORWAY
NORWAY M0BILE
NORWAY M0BILE LYCA
NORWAY M0BILE TELENOR
NORWAY M0BILE TELIA
NORWAY SPECIAL SERVICES
OMAN
OMAN M0BILE
OMAN M0BILE OOREDOO
PAKISTAN
PAKISTAN ISLAMABAD
PAKISTAN KARACHI
PAKISTAN LAHORE
PAKISTAN M0BILE
PAKISTAN M0BILE MOBILINK
PAKISTAN M0BILE TELENOR
PAKISTAN M0BILE UFONE
PAKISTAN M0BILE WARID
PAKISTAN M0BILE ZONG
PALAU
PALAU M0BILE
PALAU M0BILE PMC
PALAU M0BILE PNCC
PALAU M0BILE PT
PALESTINE
PALESTINE M0BILE
PANAMA
PANAMA M0BILE
PANAMA M0BILE CLARO
PANAMA M0BILE C&W
PANAMA M0BILE DIGICEL
PANAMA M0BILE MOVISTAR
PAPUA NEW GUINEA
PAPUA NEW GUINEA M0BILE
PAPUA NEW GUINEA M0BILE DIGICEL
PARAGUAY
PARAGUAY ASUNCION
PARAGUAY M0BILE
PARAGUAY M0BILE CLARO
PARAGUAY M0BILE PERSONAL
PARAGUAY M0BILE TIGO
PARAGUAY M0BILE VOX
PERU
PERU LIMA
PERU LIMA TELEFONICA
PERU M0BILE
PERU M0BILE CLARO
PERU M0BILE TELEFONICA
PERU RURAL
PHILIPPINES
PHILIPPINES BAYANTEL
PHILIPPINES GLOBE
PHILIPPINES M0BILE
PHILIPPINES M0BILE DITO
PHILIPPINES M0BILE GLOBE
PHILIPPINES M0BILE SMART
PHILIPPINES MANILA
PHILIPPINES PLDT
POLAND
POLAND M0BILE
POLAND M0BILE CENTERNET
POLAND M0BILE ORANGE
POLAND M0BILE P4 PLAY
POLAND M0BILE PLUS
POLAND M0BILE TM0BILE
POLAND MOBILITY SERVICES
POLAND OLO
POLAND OLO 2
POLAND SPECIAL SERVICES
PORTUGAL
PORTUGAL M0BILE
PORTUGAL M0BILE MEO
PORTUGAL M0BILE NOS
PORTUGAL M0BILE VODAFONE
PORTUGAL NON GEOGRAPHIC
PORTUGAL SPECIAL SERVICES
QATAR
QATAR M0BILE
QATAR M0BILE VODAFONE
REUNION
REUNION FIXED ORANGE
REUNION M0BILE
REUNION M0BILE ORANGE
REUNION M0BILE SRR
REUNION MAYOTTE
REUNION MAYOTTE FIXED ORANGE
REUNION MAYOTTE M0BILE
REUNION MAYOTTE M0BILE ORANGE
ROMANIA
ROMANIA ASTRAL
ROMANIA BUCHAREST
ROMANIA COSMOTE
ROMANIA M0BILE
ROMANIA M0BILE COSMOTE
ROMANIA M0BILE ENIGMA
ROMANIA M0BILE ORANGE
ROMANIA M0BILE VODAFONE
ROMANIA M0BILE ZAPP
ROMANIA OLO
ROMANIA RCS & RDS
ROMANIA SPECIAL SERVICES MEDIAFON
ROMANIA SPECIAL SERVICES RCS & RDS
ROMANIA VODAFONE
RUSSIA
RUSSIA ABKHAZIA
